text,category,vendor,taxable,grand_total
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: General Merchants Cooperative Society
Address: Industrial Area, Karnataka, India
GSTIN: 29AWXAN5704T3ZS | PAN: AWXAN5704T
State / State Code: Karnataka (29)

Invoice No: GEN-98140
Invoice Date: 16/03/2026
Reverse Charge (RCM): No
Place of Supply: Karnataka (29)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Annual club membership and recreation sports day event fee
  HSN/SAC: 999799 | Qty: 10 | Rate: INR 749.54 | Amount: INR 7,495.40

--------------------------------------------------
Subtotal / Taxable Value: INR 7,495.40
IGST (18%): INR 1,349.17
Total Tax Amount: INR 1,349.17
GRAND TOTAL (INCL. TAX): INR 8,844.57
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000140107 | IFSC: HDFC0001234
Authorized Signatory for General Merchants Cooperative Society
==================================================",Other,General Merchants Cooperative Society,7495.4,8844.57
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: General Merchants Cooperative Society
Address: Industrial Area, Maharashtra, India
GSTIN: 27YVSEC4156L1ZN | PAN: YVSEC4156L
State / State Code: Maharashtra (27)

Invoice No: GST/3942/2026
Invoice Date: 20/06/2026
Reverse Charge (RCM): No
Place of Supply: Maharashtra (27)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Unclassified administrative charges and miscellaneous office expense
  HSN/SAC: 998399 | Qty: 1 | Rate: INR 6,200.00 | Amount: INR 6,200.00
  Item: Donation to employee welfare fund and disaster rehabilitation cess
  HSN/SAC: 999119 | Qty: 1 | Rate: INR 15,000.00 | Amount: INR 15,000.00
  Item: Festival bonus gift voucher distribution handling admin fee
  HSN/SAC: 999799 | Qty: 10 | Rate: INR 1,520.88 | Amount: INR 15,208.80

--------------------------------------------------
Subtotal / Taxable Value: INR 36,408.80
IGST (12%): INR 4,369.06
Total Tax Amount: INR 4,369.06
GRAND TOTAL (INCL. TAX): INR 40,777.86
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000102376 | IFSC: HDFC0001234
Authorized Signatory for General Merchants Cooperative Society
==================================================",Other,General Merchants Cooperative Society,36408.8,40777.86
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: E2E Networks Cloud Platform India
Address: Industrial Area, Tamil Nadu, India
GSTIN: 33PFVDV6345I4ZS | PAN: PFVDV6345I
State / State Code: Tamil Nadu (33)

Invoice No: TAX/25-27/976
Invoice Date: 27/04/2026
Reverse Charge (RCM): No
Place of Supply: Tamil Nadu (33)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Monthly EC2 compute clusters, RDS PostgreSQL Multi-AZ & S3 Storage
  HSN/SAC: 998313 | Qty: 3 | Rate: INR 15,922.94 | Amount: INR 47,768.82

--------------------------------------------------
Subtotal / Taxable Value: INR 47,768.82
CGST (2.5%): INR 1,194.22
SGST (2.5%): INR 1,194.22
Total Tax Amount: INR 2,388.44
GRAND TOTAL (INCL. TAX): INR 50,157.26
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000804225 | IFSC: HDFC0001234
Authorized Signatory for E2E Networks Cloud Platform India
==================================================",Cloud Infrastructure,E2E Networks Cloud Platform India,47768.82,50157.26
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: Swachh Bharat Municipal Cess Authority
Address: Industrial Area, Karnataka, India
GSTIN: 29ZIAJV0722G3Z2 | PAN: ZIAJV0722G
State / State Code: Karnataka (29)

Invoice No: TAX/26-26/292
Invoice Date: 06/09/2026
Reverse Charge (RCM): No
Place of Supply: Karnataka (29)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Old scrap wooden pallets, broken crates & discarded material clearance
  HSN/SAC: 999999 | Qty: 6 | Rate: INR 707.97 | Amount: INR 4,247.82
  Item: General municipal vendor registration renewal fee and stamp paper charges
  HSN/SAC: 999119 | Qty: 1 | Rate: INR 2,500.00 | Amount: INR 2,500.00
  Item: Miscellaneous unclaimed supplies, unlisted scrap disposal handling fee
  HSN/SAC: 999999 | Qty: 1 | Rate: INR 4,500.00 | Amount: INR 4,500.00

--------------------------------------------------
Subtotal / Taxable Value: INR 11,247.82
IGST (18%): INR 2,024.61
Total Tax Amount: INR 2,024.61
GRAND TOTAL (INCL. TAX): INR 13,272.43
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000339613 | IFSC: HDFC0001234
Authorized Signatory for Swachh Bharat Municipal Cess Authority
==================================================",Other,Swachh Bharat Municipal Cess Authority,11247.82,13272.43
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Daikin Airconditioning India
Address: Industrial Area, Delhi, India
GSTIN: 07GWSSW4382Z1ZE | PAN: GWSSW4382Z
State / State Code: Delhi (07)

Invoice No: GST/8371/2026
Invoice Date: 04/01/2026
Reverse Charge (RCM): No
Place of Supply: Delhi (07)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Samsung 65-inch 4K UHD Commercial Conference Room Interactive Display
  HSN/SAC: 852852 | Qty: 4 | Rate: INR 32,264.60 | Amount: INR 129,058.40
  Item: High-density motorized mobile compactor storage racking system
  HSN/SAC: 940320 | Qty: 7 | Rate: INR 19,882.91 | Amount: INR 139,180.37
  Item: Kirloskar 25 kVA Silent DG Set generator with AMF panel
  HSN/SAC: 850211 | Qty: 4 | Rate: INR 77,576.81 | Amount: INR 310,307.24

--------------------------------------------------
Subtotal / Taxable Value: INR 578,546.01
IGST (18%): INR 104,138.28
Total Tax Amount: INR 104,138.28
GRAND TOTAL (INCL. TAX): INR 682,684.29
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000843797 | IFSC: HDFC0001234
Authorized Signatory for Daikin Airconditioning India
==================================================",Capital Goods & Office Assets,Daikin Airconditioning India,578546.01,682684.29
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Swiggy Corporate Cafeteria Services
Address: Industrial Area, Tamil Nadu, India
GSTIN: 33MFVRD0925A4ZE | PAN: MFVRD0925A
State / State Code: Tamil Nadu (33)

Invoice No: BILL/33/32514
Invoice Date: 16/02/2026
Reverse Charge (RCM): No
Place of Supply: Tamil Nadu (33)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Freshly roasted coffee beans & pantry snack supply monthly billing
  HSN/SAC: 996337 | Qty: 1 | Rate: INR 12,000.00 | Amount: INR 12,000.00
  Item: Corporate annual team dinner & celebration party food package
  HSN/SAC: 996331 | Qty: 7 | Rate: INR 5,788.29 | Amount: INR 40,518.03

--------------------------------------------------
Subtotal / Taxable Value: INR 52,518.03
IGST (18%): INR 9,453.25
Total Tax Amount: INR 9,453.25
GRAND TOTAL (INCL. TAX): INR 61,971.28
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000519056 | IFSC: HDFC0001234
Authorized Signatory for Swiggy Corporate Cafeteria Services
==================================================",Food & Entertainment,Swiggy Corporate Cafeteria Services,52518.03,61971.28
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: Allcargo Freight Forwarders
Address: Industrial Area, Haryana, India
GSTIN: 06HIUWW2930R1ZY | PAN: HIUWW2930R
State / State Code: Haryana (06)

Invoice No: ALL-87574
Invoice Date: 22/01/2026
Reverse Charge (RCM): No
Place of Supply: Haryana (06)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Air cargo express priority freight delivery consignment #BLR-DEL-9081
  HSN/SAC: 996512 | Qty: 4 | Rate: INR 3,698.07 | Amount: INR 14,792.28
  Item: Refrigerated reefer container cold chain logistics transport
  HSN/SAC: 996511 | Qty: 6 | Rate: INR 11,508.60 | Amount: INR 69,051.60
  Item: Local tempo transit and carton loading / unloading cartage
  HSN/SAC: 996511 | Qty: 1 | Rate: INR 8,200.00 | Amount: INR 8,200.00

--------------------------------------------------
Subtotal / Taxable Value: INR 92,043.88
IGST (18%): INR 16,567.90
Total Tax Amount: INR 16,567.90
GRAND TOTAL (INCL. TAX): INR 108,611.78
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000407131 | IFSC: HDFC0001234
Authorized Signatory for Allcargo Freight Forwarders
==================================================",Freight & Transport,Allcargo Freight Forwarders,92043.88,108611.78
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: Blue Star Air Conditioning Maintenance
Address: Industrial Area, Karnataka, India
GSTIN: 29TKWZR3625I4ZY | PAN: TKWZR3625I
State / State Code: Karnataka (29)

Invoice No: BLU-17753
Invoice Date: 20/09/2026
Reverse Charge (RCM): No
Place of Supply: Karnataka (29)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Passenger passenger lift / elevator preventive monthly maintenance service
  HSN/SAC: 998713 | Qty: 4 | Rate: INR 5,272.63 | Amount: INR 21,090.52
  Item: Quarterly commercial pest control, termite treatment & fumigation service
  HSN/SAC: 998729 | Qty: 8 | Rate: INR 1,642.41 | Amount: INR 13,139.28
  Item: Diesel generator overhaul, engine oil replacement, fuel filter service
  HSN/SAC: 998712 | Qty: 2 | Rate: INR 15,401.02 | Amount: INR 30,802.04

--------------------------------------------------
Subtotal / Taxable Value: INR 65,031.84
IGST (28%): INR 18,208.92
Total Tax Amount: INR 18,208.92
GRAND TOTAL (INCL. TAX): INR 83,240.76
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000785680 | IFSC: HDFC0001234
Authorized Signatory for Blue Star Air Conditioning Maintenance
==================================================",Repairs & Maintenance,Blue Star Air Conditioning Maintenance,65031.840000000004,83240.76
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: Apex Industrial Raw Materials Pvt Ltd
Address: Industrial Area, Haryana, India
GSTIN: 06ZHREE0344M3ZZ | PAN: ZHREE0344M
State / State Code: Haryana (06)

Invoice No: TAX/25-26/366
Invoice Date: 15/12/2026
Reverse Charge (RCM): No
Place of Supply: Haryana (06)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Industrial Sulphuric Acid 98% commercial grade 2000L
  HSN/SAC: 2804 | Qty: 8 | Rate: INR 7,120.15 | Amount: INR 56,961.20
  Item: Cold Rolled Steel Sheets 2.5mm CRCA coils
  HSN/SAC: 7208 | Qty: 8 | Rate: INR 17,943.82 | Amount: INR 143,550.56
  Item: Mild Steel angle bars & channel sections 50x50x6
  HSN/SAC: 7216 | Qty: 7 | Rate: INR 11,787.04 | Amount: INR 82,509.28

--------------------------------------------------
Subtotal / Taxable Value: INR 283,021.04
IGST (18%): INR 50,943.79
Total Tax Amount: INR 50,943.79
GRAND TOTAL (INCL. TAX): INR 333,964.83
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000299274 | IFSC: HDFC0001234
Authorized Signatory for Apex Industrial Raw Materials Pvt Ltd
==================================================",Raw Materials,Apex Industrial Raw Materials Pvt Ltd,283021.04000000004,333964.83
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: ErgoFurniture Works India
Address: Industrial Area, Maharashtra, India
GSTIN: 27EOPHI4389W2Z9 | PAN: EOPHI4389W
State / State Code: Maharashtra (27)

Invoice No: GST/8364/2026
Invoice Date: 03/09/2026
Reverse Charge (RCM): No
Place of Supply: Maharashtra (27)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: High-density motorized mobile compactor storage racking system
  HSN/SAC: 940320 | Qty: 3 | Rate: INR 63,029.77 | Amount: INR 189,089.31
  Item: Modular acoustic meeting pod 4-seater soundproof booth
  HSN/SAC: 940310 | Qty: 3 | Rate: INR 57,084.38 | Amount: INR 171,253.14
  Item: Daikin 3.0 Ton Inverter Cassette Commercial Air Conditioner
  HSN/SAC: 841510 | Qty: 1 | Rate: INR 145,000.00 | Amount: INR 145,000.00

--------------------------------------------------
Subtotal / Taxable Value: INR 505,342.45
IGST (28%): INR 141,495.89
Total Tax Amount: INR 141,495.89
GRAND TOTAL (INCL. TAX): INR 646,838.34
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000551178 | IFSC: HDFC0001234
Authorized Signatory for ErgoFurniture Works India
==================================================",Capital Goods & Office Assets,ErgoFurniture Works India,505342.45,646838.34
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Figma Design Platform
Address: Industrial Area, Tamil Nadu, India
GSTIN: 33JYJKZ9863U2ZI | PAN: JYJKZ9863U
State / State Code: Tamil Nadu (33)

Invoice No: GST/1983/2026
Invoice Date: 13/07/2026
Reverse Charge (RCM): No
Place of Supply: Tamil Nadu (33)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: GitHub Enterprise Cloud annual license per seat renewal
  HSN/SAC: 998315 | Qty: 9 | Rate: INR 8,600.42 | Amount: INR 77,403.78

--------------------------------------------------
Subtotal / Taxable Value: INR 77,403.78
IGST (18%): INR 13,932.68
Total Tax Amount: INR 13,932.68
GRAND TOTAL (INCL. TAX): INR 91,336.46
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000642521 | IFSC: HDFC0001234
Authorized Signatory for Figma Design Platform
==================================================",Software & Subscriptions,Figma Design Platform,77403.78,91336.46
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: Care Health Insurance Limited
Address: Industrial Area, Haryana, India
GSTIN: 06NQXBA3403J4ZU | PAN: NQXBA3403J
State / State Code: Haryana (06)

Invoice No: BILL/06/79890
Invoice Date: 13/04/2026
Reverse Charge (RCM): No
Place of Supply: Haryana (06)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Keyman life insurance corporate policy annual premium endorsement
  HSN/SAC: 997133 | Qty: 3 | Rate: INR 40,991.54 | Amount: INR 122,974.62
  Item: Directors and Officers (D&O) liability corporate indemnity insurance premium
  HSN/SAC: 997134 | Qty: 3 | Rate: INR 29,691.94 | Amount: INR 89,075.82
  Item: Commercial motor vehicles fleet comprehensive insurance premium 4 trucks
  HSN/SAC: 997132 | Qty: 7 | Rate: INR 6,129.57 | Amount: INR 42,906.99

--------------------------------------------------
Subtotal / Taxable Value: INR 254,957.43
CGST (6.0%): INR 15,297.44
SGST (6.0%): INR 15,297.44
Total Tax Amount: INR 30,594.89
GRAND TOTAL (INCL. TAX): INR 285,552.32
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000613231 | IFSC: HDFC0001234
Authorized Signatory for Care Health Insurance Limited
==================================================",Insurance,Care Health Insurance Limited,254957.43,285552.32
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: Vodafone Idea Enterprise Connectivity
Address: Industrial Area, Gujarat, India
GSTIN: 24WOLVK6736X2ZP | PAN: WOLVK6736X
State / State Code: Gujarat (24)

Invoice No: BILL/24/93592
Invoice Date: 07/02/2026
Reverse Charge (RCM): No
Place of Supply: Gujarat (24)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Bulk commercial potable RO drinking water dispenser cans monthly supply
  HSN/SAC: 996912 | Qty: 4 | Rate: INR 1,369.38 | Amount: INR 5,477.52

--------------------------------------------------
Subtotal / Taxable Value: INR 5,477.52
IGST (28%): INR 1,533.71
Total Tax Amount: INR 1,533.71
GRAND TOTAL (INCL. TAX): INR 7,011.23
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000485449 | IFSC: HDFC0001234
Authorized Signatory for Vodafone Idea Enterprise Connectivity
==================================================",Utilities,Vodafone Idea Enterprise Connectivity,5477.52,7011.23
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: Thomas Cook Corporate Travel Ltd
Address: Industrial Area, West Bengal, India
GSTIN: 19YRRYI6003H3ZK | PAN: YRRYI6003H
State / State Code: West Bengal (19)

Invoice No: THO-12716
Invoice Date: 24/08/2026
Reverse Charge (RCM): No
Place of Supply: West Bengal (19)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Business hotel accommodation 4 nights executive corporate room stay
  HSN/SAC: 996311 | Qty: 7 | Rate: INR 3,316.33 | Amount: INR 23,214.31
  Item: Corporate travel agency ticketing booking fee and visa processing fee
  HSN/SAC: 996411 | Qty: 7 | Rate: INR 699.26 | Amount: INR 4,894.82

--------------------------------------------------
Subtotal / Taxable Value: INR 28,109.13
CGST (9.0%): INR 2,529.82
SGST (9.0%): INR 2,529.82
Total Tax Amount: INR 5,059.64
GRAND TOTAL (INCL. TAX): INR 33,168.77
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000571767 | IFSC: HDFC0001234
Authorized Signatory for Thomas Cook Corporate Travel Ltd
==================================================",Travel & Conveyance,Thomas Cook Corporate Travel Ltd,28109.13,33168.77
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Ginger Hotels Corporate Stay
Address: Industrial Area, West Bengal, India
GSTIN: 19MJGPE6885Y3ZA | PAN: MJGPE6885Y
State / State Code: West Bengal (19)

Invoice No: TAX/25-26/579
Invoice Date: 24/09/2026
Reverse Charge (RCM): No
Place of Supply: West Bengal (19)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: International airline flight tickets Delhi to Singapore conference delegate
  HSN/SAC: 996411 | Qty: 5 | Rate: INR 12,930.78 | Amount: INR 64,653.90
  Item: Domestic flight tickets Mumbai to Bangalore return business trip 3 pax
  HSN/SAC: 996411 | Qty: 10 | Rate: INR 2,786.50 | Amount: INR 27,865.00

--------------------------------------------------
Subtotal / Taxable Value: INR 92,518.90
CGST (9.0%): INR 8,326.70
SGST (9.0%): INR 8,326.70
Total Tax Amount: INR 16,653.40
GRAND TOTAL (INCL. TAX): INR 109,172.30
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000988246 | IFSC: HDFC0001234
Authorized Signatory for Ginger Hotels Corporate Stay
==================================================",Travel & Conveyance,Ginger Hotels Corporate Stay,92518.9,109172.3
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Anand & Anand Intellectual Property Law
Address: Industrial Area, Haryana, India
GSTIN: 06FVMKV3974E3ZR | PAN: FVMKV3974E
State / State Code: Haryana (06)

Invoice No: INV-2026-6215
Invoice Date: 08/01/2026
Reverse Charge (RCM): No
Place of Supply: Haryana (06)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Valuation advisory report for equity share issuance under FEMA/RBI norms
  HSN/SAC: 998231 | Qty: 2 | Rate: INR 40,488.69 | Amount: INR 80,977.38
  Item: Legal opinion on contractual liability, IP trademark filing & advocate fee
  HSN/SAC: 998211 | Qty: 2 | Rate: INR 23,508.50 | Amount: INR 47,017.00
  Item: Management consulting fee for operational process restructuring & ESG audit
  HSN/SAC: 998311 | Qty: 9 | Rate: INR 11,218.37 | Amount: INR 100,965.33

--------------------------------------------------
Subtotal / Taxable Value: INR 228,959.71
CGST (9.0%): INR 20,606.38
SGST (9.0%): INR 20,606.38
Total Tax Amount: INR 41,212.75
GRAND TOTAL (INCL. TAX): INR 270,172.46
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000932434 | IFSC: HDFC0001234
Authorized Signatory for Anand & Anand Intellectual Property Law
==================================================",Professional & Legal Services,Anand & Anand Intellectual Property Law,228959.71000000002,270172.46
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: ICICI Lombard General Insurance
Address: Industrial Area, Karnataka, India
GSTIN: 29WPRME9719K2ZF | PAN: WPRME9719K
State / State Code: Karnataka (29)

Invoice No: BILL/29/50326
Invoice Date: 21/02/2026
Reverse Charge (RCM): No
Place of Supply: Karnataka (29)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Directors and Officers (D&O) liability corporate indemnity insurance premium
  HSN/SAC: 997134 | Qty: 6 | Rate: INR 16,700.50 | Amount: INR 100,203.00

--------------------------------------------------
Subtotal / Taxable Value: INR 100,203.00
IGST (28%): INR 28,056.84
Total Tax Amount: INR 28,056.84
GRAND TOTAL (INCL. TAX): INR 128,259.84
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000291666 | IFSC: HDFC0001234
Authorized Signatory for ICICI Lombard General Insurance
==================================================",Insurance,ICICI Lombard General Insurance,100203.0,128259.84
"==================================================
tax invoice
==================================================
supplier / vendor: kirloskar diesel generator sets
address: industrial area, telangana, india
gstin: 36khjht7613q1zw | pan: khjht7613q
state / state code: telangana (36)

invoice no: bill/36/12894
invoice date: 17/02/2026
reverse charge (rcm): no
place of supply: telangana (36)

billed to / recipient:
billwise enterprises private limited
gstin: 27aaacb1234f1z5
state: maharashtra (27)

--------------------------------------------------
line items & particulars
--------------------------------------------------
  item: canon imagerunner advance heavy duty multi-function photocopier
  hsn/sac: 844332 | qty: 2 | rate: inr 71,416.75 | amount: inr 142,833.50
  item: heavy cnc vertical milling machine tooling fixture
  hsn/sac: 845710 | qty: 6 | rate: inr 177,651.67 | amount: inr 1,065,910.02
  item: hp enterprise rack server proliant dl380 gen10 xeon
  hsn/sac: 847141 | qty: 5 | rate: inr 85,973.23 | amount: inr 429,866.15

--------------------------------------------------
subtotal / taxable value: inr 1,638,609.67
igst (18%): inr 294,949.74
total tax amount: inr 294,949.74
grand total (incl. tax): inr 1,933,559.41
--------------------------------------------------
payment terms: net 30 days | mode: neft/rtgs
bank name: hdfc bank | a/c: 502000919937 | ifsc: hdfc0001234
authorized signatory for kirloskar diesel generator sets
==================================================",Capital Goods & Office Assets,Kirloskar Diesel Generator Sets,1638609.67,1933559.41
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: Vodafone Idea Enterprise Connectivity
Address: Industrial Area, Tamil Nadu, India
GSTIN: 33XPWMN3693L4ZE | PAN: XPWMN3693L
State / State Code: Tamil Nadu (33)

Invoice No: GST/8229/2026
Invoice Date: 05/10/2026
Reverse Charge (RCM): No
Place of Supply: Tamil Nadu (33)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Three-phase industrial electric power meter fixed capacity & fuel surcharge
  HSN/SAC: 996911 | Qty: 10 | Rate: INR 9,045.40 | Amount: INR 90,454.00
  Item: Primary fiber broadband connectivity & backup SIP trunk telephone line
  HSN/SAC: 998411 | Qty: 6 | Rate: INR 2,294.22 | Amount: INR 13,765.32

--------------------------------------------------
Subtotal / Taxable Value: INR 104,219.32
IGST (18%): INR 18,759.48
Total Tax Amount: INR 18,759.48
GRAND TOTAL (INCL. TAX): INR 122,978.80
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000664830 | IFSC: HDFC0001234
Authorized Signatory for Vodafone Idea Enterprise Connectivity
==================================================",Utilities,Vodafone Idea Enterprise Connectivity,104219.32,122978.8
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: Amazon Web Services India Pvt Ltd (AWS)
Address: Industrial Area, Gujarat, India
GSTIN: 24PSUHE7345G2ZS | PAN: PSUHE7345G
State / State Code: Gujarat (24)

Invoice No: AMA-35813
Invoice Date: 24/02/2026
Reverse Charge (RCM): No
Place of Supply: Gujarat (24)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Enterprise CDN caching, DDoS attack mitigation & SSL edge termination
  HSN/SAC: 998315 | Qty: 2 | Rate: INR 15,007.93 | Amount: INR 30,015.86
  Item: Monthly EC2 compute clusters, RDS PostgreSQL Multi-AZ & S3 Storage
  HSN/SAC: 998313 | Qty: 1 | Rate: INR 45,000.00 | Amount: INR 45,000.00
  Item: Google Cloud Platform BigQuery analytics slots and Cloud Storage egress
  HSN/SAC: 998313 | Qty: 6 | Rate: INR 10,046.57 | Amount: INR 60,279.42

--------------------------------------------------
Subtotal / Taxable Value: INR 135,295.28
CGST (9.0%): INR 12,176.58
SGST (9.0%): INR 12,176.58
Total Tax Amount: INR 24,353.15
GRAND TOTAL (INCL. TAX): INR 159,648.43
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000360706 | IFSC: HDFC0001234
Authorized Signatory for Amazon Web Services India Pvt Ltd (AWS)
==================================================",Cloud Infrastructure,Amazon Web Services India Pvt Ltd (AWS),135295.28,159648.43
